,smart_12_raw,smart_197_raw,smart_187_raw,smart_4_raw,smart_5_raw,smart_189_raw,smart_183_raw,smart_199_raw,smart_198_raw,smart_188_raw,smart_194_raw,smart_190_raw,smart_3_raw,smart_184_raw,smart_192_raw,smart_191_raw
92,19.0,56.0,2.0,19.0,8.0,22.0,1.0,0.0,56.0,1.0,42.0,42.0,0.0,0.0,3.0,0.0
93,9.0,0.0,3.0,9.0,152.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,4.0,6676.0
94,11.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,2.0,0.0
95,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1823.0,0.0,0.0,1.0
96,4.0,24.0,12.0,5.0,8.0,0.0,2.0,0.0,24.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
97,8.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,2.0,0.0
98,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,1.0,0.0
99,5.0,40.0,23.0,5.0,16.0,0.0,2.0,0.0,40.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0
100,17.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,5.0,0.0
101,18.0,0.0,0.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,2.0,0.0
102,17.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,18.0,2.0,0.0
103,37.0,56.0,36.0,38.0,0.0,16.0,0.0,0.0,56.0,0.0,28.0,28.0,0.0,0.0,20.0,0.0
104,12.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0
105,3.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0
106,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,36.0,0.0
107,28.0,16.0,12.0,28.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0,22.0,0.0,0.0,10.0,0.0
108,11.0,1440.0,2.0,11.0,592.0,2.0,1.0,0.0,1440.0,1.0,19.0,19.0,0.0,0.0,4.0,0.0
109,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1315.0,0.0,2.0,0.0
110,3.0,0.0,2.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,1.0,0.0
111,25.0,352.0,0.0,25.0,0.0,5.0,0.0,0.0,352.0,0.0,26.0,26.0,0.0,0.0,8.0,0.0
112,2.0,0.0,1.0,2.0,72.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,1.0,2156.0
113,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,8.0,0.0
114,2.0,24.0,10.0,2.0,432.0,0.0,0.0,0.0,24.0,0.0,36.0,36.0,0.0,0.0,1.0,1887.0
115,14.0,0.0,0.0,14.0,0.0,9.0,1.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,4.0,0.0
116,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,111.0,0.0
117,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
118,2.0,8.0,1.0,2.0,56.0,0.0,0.0,0.0,8.0,0.0,36.0,36.0,0.0,0.0,3.0,29030.0
119,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,21753.0
120,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,15.0,1896.0
121,29.0,8.0,6.0,29.0,24.0,0.0,13.0,2.0,8.0,0.0,17.0,17.0,0.0,0.0,19.0,0.0
122,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,1.0,12806.0
123,3.0,8.0,19.0,3.0,8.0,0.0,2.0,0.0,8.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0
124,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0
125,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0
126,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0
127,19.0,0.0,6.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,2.0,0.0
128,1.0,0.0,5.0,1.0,1320.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0
129,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,2.0,0.0
130,6.0,8.0,5.0,6.0,416.0,0.0,0.0,0.0,8.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
131,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,4.0,0.0
132,1.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,49.0,49.0,0.0,0.0,2.0,106759.0
133,2.0,248.0,31.0,2.0,16.0,0.0,0.0,0.0,248.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0
134,11.0,6.0,0.0,11.0,10.0,0.0,0.0,0.0,6.0,1.0,19.0,19.0,0.0,0.0,0.0,0.0
135,2.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,172.0,0.0
136,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,7.0,3383.0
137,3.0,112.0,49.0,3.0,0.0,0.0,0.0,0.0,112.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0
138,17.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,9.0,0.0
139,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,1.0,35082.0
140,6.0,136.0,93.0,6.0,64.0,0.0,2.0,0.0,136.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
141,7.0,216.0,0.0,7.0,0.0,4.0,0.0,0.0,216.0,0.0,20.0,20.0,0.0,0.0,2.0,0.0
142,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
143,15.0,104.0,8.0,15.0,8.0,1.0,1.0,0.0,104.0,1.0,21.0,21.0,0.0,0.0,7.0,0.0
144,13.0,208.0,0.0,13.0,0.0,2.0,0.0,0.0,208.0,0.0,25.0,25.0,0.0,0.0,3.0,0.0
145,14.0,40.0,6.0,14.0,8.0,5.0,0.0,0.0,40.0,0.0,30.0,30.0,0.0,0.0,5.0,0.0
146,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,7.0,0.0
147,19.0,176.0,0.0,18.0,0.0,3.0,0.0,0.0,176.0,0.0,27.0,27.0,0.0,0.0,6.0,0.0
148,27.0,40.0,0.0,27.0,0.0,1.0,0.0,0.0,40.0,0.0,22.0,22.0,0.0,0.0,4.0,0.0
149,18.0,128.0,12.0,18.0,160.0,0.0,0.0,0.0,128.0,0.0,24.0,24.0,0.0,0.0,2.0,0.0
150,9.0,704.0,0.0,9.0,0.0,0.0,0.0,0.0,704.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
151,11.0,2456.0,1.0,11.0,672.0,7.0,0.0,0.0,2456.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0
152,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,547.0,0.0,123.0,0.0
153,2.0,768.0,4.0,2.0,0.0,0.0,0.0,0.0,768.0,0.0,33.0,33.0,0.0,0.0,0.0,53818.0
154,12.0,248.0,2.0,12.0,0.0,7.0,0.0,0.0,248.0,0.0,33.0,33.0,0.0,0.0,2.0,0.0
155,3.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,33.0,0.0
156,5.0,8.0,18.0,5.0,0.0,0.0,2.0,0.0,8.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
157,4.0,0.0,0.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,2.0,3503.0
158,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0
159,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0
160,3.0,16.0,2.0,3.0,0.0,0.0,1.0,0.0,16.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,7.0,0.0,0.0,7.0,0.0,12.0,1.0,0.0,0.0,4.0,19.0,19.0,0.0,24.0,1.0,0.0
163,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
164,1.0,0.0,10.0,1.0,54112.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,6.0,6721.0
165,13.0,256.0,8.0,13.0,0.0,14.0,0.0,0.0,256.0,2.0,24.0,24.0,0.0,0.0,0.0,0.0
166,10.0,160.0,0.0,10.0,0.0,12.0,1.0,0.0,160.0,0.0,25.0,25.0,0.0,0.0,1.0,0.0
167,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
168,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,5.0,6322.0
169,17.0,56.0,5.0,17.0,32.0,0.0,0.0,0.0,56.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0
170,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,3.0,0.0
171,1.0,32.0,32.0,3.0,16.0,0.0,2.0,0.0,32.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0
172,2.0,0.0,14.0,2.0,7120.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,3.0,34987.0
173,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0
174,5.0,24.0,14.0,6.0,552.0,0.0,2.0,0.0,24.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0
175,11.0,0.0,7.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
176,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,123.0,0.0
177,18.0,0.0,0.0,20.0,0.0,7.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,2.0,0.0
178,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
179,3.0,6.0,0.0,3.0,34.0,0.0,0.0,0.0,6.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
180,3.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,27.0,27.0,0.0,0.0,2.0,16601.0
181,12.0,1000.0,6.0,13.0,8.0,6.0,0.0,0.0,1000.0,0.0,26.0,26.0,0.0,0.0,2.0,0.0
182,28.0,48.0,0.0,297.0,0.0,7.0,1.0,0.0,48.0,0.0,24.0,24.0,0.0,0.0,285.0,0.0
183,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0
184,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
185,3.0,8.0,25.0,3.0,4760.0,0.0,0.0,0.0,8.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0
186,18.0,0.0,0.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,6.0,0.0
187,8.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0
188,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,18.0,24681.0
189,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,69.0,0.0
190,4.0,32.0,12.0,4.0,0.0,0.0,0.0,0.0,32.0,0.0,45.0,45.0,0.0,0.0,1.0,11390.0
191,12.0,272.0,0.0,12.0,0.0,14.0,0.0,0.0,272.0,0.0,19.0,19.0,0.0,0.0,2.0,0.0
192,5.0,152.0,2.0,5.0,0.0,0.0,0.0,0.0,152.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0
193,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,6.0,4103.0
194,5.0,24.0,0.0,5.0,0.0,0.0,3.0,9.0,24.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0
195,11.0,16.0,6.0,11.0,24.0,0.0,0.0,0.0,16.0,0.0,51.0,51.0,0.0,0.0,10.0,21646.0
196,3.0,8.0,10.0,3.0,1520.0,0.0,0.0,0.0,8.0,0.0,30.0,30.0,0.0,0.0,0.0,3373.0
197,1.0,0.0,9.0,1.0,1952.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,0.0,4679.0
198,13.0,7152.0,0.0,13.0,0.0,1.0,0.0,0.0,7152.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0
199,22.0,0.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,8.0,0.0
200,4.0,16.0,9.0,4.0,8.0,0.0,2.0,0.0,16.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0
201,19.0,256.0,0.0,19.0,0.0,6.0,0.0,0.0,256.0,1.0,21.0,21.0,0.0,0.0,2.0,0.0
202,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,1475.0,0.0,0.0,2.0
203,7.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0
204,16.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,2.0,4.0,0.0
205,11.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0
206,11.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1847.0,0.0,1.0,0.0
